position_code,skill_id,skill_score
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Instructing,2.25
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Instructing,2.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Service Orientation,1.88
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Service Orientation,1.5
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Complex Problem Solving,2.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Complex Problem Solving,2.5
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operations Analysis,1.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operations Analysis,0.88
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Technology Design,1.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Technology Design,0.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Equipment Selection,2.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Equipment Selection,2.25
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Installation,1.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Installation,0.88
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Programming,1.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Programming,0.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operations Monitoring,3.5
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operations Monitoring,2.88
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,3.38
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,3.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Equipment Maintenance,2.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Equipment Maintenance,2.5
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,2.88
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,2.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Repairing,2.38
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Repairing,2.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Quality Control Analysis,3.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Quality Control Analysis,3.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Judgment and Decision Making,2.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Judgment and Decision Making,2.38
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Systems Analysis,2.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Systems Analysis,2.0
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Systems Evaluation,2.12
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Systems Evaluation,1.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Time Management,2.88
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Time Management,2.25
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Management of Financial Resources,1.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Management of Financial Resources,0.75
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Management of Material Resources,1.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Management of Material Resources,0.62
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Management of Personnel Resources,2.0
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Management of Personnel Resources,1.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Reading Comprehension,3.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Reading Comprehension,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Active Listening,3.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Active Listening,3.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Writing,2.5
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Writing,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Speaking,3.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Speaking,2.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,2.88
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Science,1.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Science,0.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Critical Thinking,3.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Critical Thinking,2.88
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Active Learning,2.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Active Learning,2.5
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Learning Strategies,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Learning Strategies,1.88
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Monitoring,3.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Monitoring,3.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Social Perceptiveness,2.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Social Perceptiveness,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Coordination,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Coordination,2.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Persuasion,2.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Persuasion,1.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Negotiation,2.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Negotiation,1.5
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Instructing,2.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Instructing,2.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Service Orientation,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Service Orientation,1.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Complex Problem Solving,2.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Complex Problem Solving,2.5
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operations Analysis,1.88
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operations Analysis,1.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Technology Design,1.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Technology Design,0.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Equipment Selection,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Equipment Selection,1.88
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Installation,2.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Installation,1.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Programming,1.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Programming,0.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operations Monitoring,3.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operations Monitoring,3.5
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,3.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,3.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Equipment Maintenance,2.38
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Equipment Maintenance,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Repairing,2.25
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Repairing,2.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Quality Control Analysis,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Quality Control Analysis,3.0
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Judgment and Decision Making,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Judgment and Decision Making,2.38
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Systems Analysis,2.38
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Systems Analysis,1.88
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Systems Evaluation,2.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Systems Evaluation,1.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Time Management,2.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Time Management,2.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Management of Financial Resources,1.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Management of Financial Resources,0.62
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Management of Material Resources,1.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Management of Material Resources,0.75
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Management of Personnel Resources,2.12
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Management of Personnel Resources,1.75
Machinists,Reading Comprehension,2.88
Machinists,Reading Comprehension,3.0
Machinists,Active Listening,3.0
Machinists,Active Listening,2.88
Machinists,Writing,2.5
Machinists,Writing,2.62
Machinists,Speaking,3.0
Machinists,Speaking,3.0
Machinists,Mathematics,2.88
Machinists,Mathematics,2.75
Machinists,Science,1.5
Machinists,Science,0.75
Machinists,Critical Thinking,3.12
Machinists,Critical Thinking,3.12
Machinists,Active Learning,2.75
Machinists,Active Learning,2.88
Machinists,Learning Strategies,2.12
Machinists,Learning Strategies,2.38
Machinists,Monitoring,3.12
Machinists,Monitoring,3.12
Machinists,Social Perceptiveness,2.88
Machinists,Social Perceptiveness,2.75
Machinists,Coordination,3.0
Machinists,Coordination,3.0
Machinists,Persuasion,2.25
Machinists,Persuasion,2.12
Machinists,Negotiation,2.38
Machinists,Negotiation,2.12
Machinists,Instructing,2.5
Machinists,Instructing,2.75
Machinists,Service Orientation,2.25
Machinists,Service Orientation,2.12
Machinists,Complex Problem Solving,3.0
Machinists,Complex Problem Solving,3.0
Machinists,Operations Analysis,2.0
Machinists,Operations Analysis,1.88
Machinists,Technology Design,1.88
Machinists,Technology Design,1.88
Machinists,Equipment Selection,2.62
Machinists,Equipment Selection,2.62
Machinists,Installation,2.5
Machinists,Installation,2.38
Machinists,Programming,1.75
Machinists,Programming,1.12
Machinists,Operations Monitoring,3.12
Machinists,Operations Monitoring,3.25
Machinists,Operation and Control,3.25
Machinists,Operation and Control,3.38
Machinists,Equipment Maintenance,2.88
Machinists,Equipment Maintenance,2.88
Machinists,Troubleshooting,3.0
Machinists,Troubleshooting,2.88
Machinists,Repairing,2.88
Machinists,Repairing,2.75
Machinists,Quality Control Analysis,3.0
Machinists,Quality Control Analysis,3.0
Machinists,Judgment and Decision Making,2.75
Machinists,Judgment and Decision Making,2.75
Machinists,Systems Analysis,2.5
Machinists,Systems Analysis,2.12
Machinists,Systems Evaluation,2.5
Machinists,Systems Evaluation,2.25
Machinists,Time Management,2.88
Machinists,Time Management,2.62
Machinists,Management of Financial Resources,1.62
Machinists,Management of Financial Resources,0.75
Machinists,Management of Material Resources,1.75
Machinists,Management of Material Resources,1.0
Machinists,Management of Personnel Resources,2.0
Machinists,Management of Personnel Resources,2.0
Metal-Refining Furnace Operators and Tenders,Reading Comprehension,3.0
Metal-Refining Furnace Operators and Tenders,Reading Comprehension,2.88
Metal-Refining Furnace Operators and Tenders,Active Listening,3.0
Metal-Refining Furnace Operators and Tenders,Active Listening,3.0
Metal-Refining Furnace Operators and Tenders,Writing,2.75
Metal-Refining Furnace Operators and Tenders,Writing,2.75
Metal-Refining Furnace Operators and Tenders,Speaking,3.0
Metal-Refining Furnace Operators and Tenders,Speaking,2.88
Metal-Refining Furnace Operators and Tenders,Mathematics,2.5
Metal-Refining Furnace Operators and Tenders,Mathematics,2.62
Metal-Refining Furnace Operators and Tenders,Science,2.0
Metal-Refining Furnace Operators and Tenders,Science,1.62
Metal-Refining Furnace Operators and Tenders,Critical Thinking,3.0
Metal-Refining Furnace Operators and Tenders,Critical Thinking,3.0
Metal-Refining Furnace Operators and Tenders,Active Learning,2.88
Metal-Refining Furnace Operators and Tenders,Active Learning,2.12
Metal-Refining Furnace Operators and Tenders,Learning Strategies,2.25
Metal-Refining Furnace Operators and Tenders,Learning Strategies,2.0
Metal-Refining Furnace Operators and Tenders,Monitoring,3.62
Metal-Refining Furnace Operators and Tenders,Monitoring,3.12
Metal-Refining Furnace Operators and Tenders,Social Perceptiveness,2.88
Metal-Refining Furnace Operators and Tenders,Social Perceptiveness,2.38
Metal-Refining Furnace Operators and Tenders,Coordination,2.75
Metal-Refining Furnace Operators and Tenders,Coordination,2.25
Metal-Refining Furnace Operators and Tenders,Persuasion,2.25
Metal-Refining Furnace Operators and Tenders,Persuasion,2.25
Metal-Refining Furnace Operators and Tenders,Negotiation,2.12
Metal-Refining Furnace Operators and Tenders,Negotiation,2.0
Metal-Refining Furnace Operators and Tenders,Instructing,2.62
Metal-Refining Furnace Operators and Tenders,Instructing,2.12
Metal-Refining Furnace Operators and Tenders,Service Orientation,2.12
Metal-Refining Furnace Operators and Tenders,Service Orientation,2.12
Metal-Refining Furnace Operators and Tenders,Complex Problem Solving,3.0
Metal-Refining Furnace Operators and Tenders,Complex Problem Solving,2.88
Metal-Refining Furnace Operators and Tenders,Operations Analysis,1.75
Metal-Refining Furnace Operators and Tenders,Operations Analysis,0.75
Metal-Refining Furnace Operators and Tenders,Technology Design,1.25
Metal-Refining Furnace Operators and Tenders,Technology Design,0.25
Metal-Refining Furnace Operators and Tenders,Equipment Selection,2.75
Metal-Refining Furnace Operators and Tenders,Equipment Selection,2.0
Metal-Refining Furnace Operators and Tenders,Installation,1.0
Metal-Refining Furnace Operators and Tenders,Installation,0.0
Metal-Refining Furnace Operators and Tenders,Programming,1.0
Metal-Refining Furnace Operators and Tenders,Programming,0.0
Metal-Refining Furnace Operators and Tenders,Operations Monitoring,3.88
Metal-Refining Furnace Operators and Tenders,Operations Monitoring,3.88
Metal-Refining Furnace Operators and Tenders,Operation and Control,3.75
Metal-Refining Furnace Operators and Tenders,Operation and Control,3.75
Metal-Refining Furnace Operators and Tenders,Equipment Maintenance,2.88
Metal-Refining Furnace Operators and Tenders,Equipment Maintenance,2.88
Metal-Refining Furnace Operators and Tenders,Troubleshooting,2.88
Metal-Refining Furnace Operators and Tenders,Troubleshooting,2.75
Metal-Refining Furnace Operators and Tenders,Repairing,2.75
Metal-Refining Furnace Operators and Tenders,Repairing,2.25
Metal-Refining Furnace Operators and Tenders,Quality Control Analysis,3.0
Metal-Refining Furnace Operators and Tenders,Quality Control Analysis,3.12
Metal-Refining Furnace Operators and Tenders,Judgment and Decision Making,2.75
Metal-Refining Furnace Operators and Tenders,Judgment and Decision Making,2.75
Metal-Refining Furnace Operators and Tenders,Systems Analysis,2.38
Metal-Refining Furnace Operators and Tenders,Systems Analysis,2.12
Metal-Refining Furnace Operators and Tenders,Systems Evaluation,2.62
Metal-Refining Furnace Operators and Tenders,Systems Evaluation,2.12
Metal-Refining Furnace Operators and Tenders,Time Management,2.88
Metal-Refining Furnace Operators and Tenders,Time Management,2.88
Metal-Refining Furnace Operators and Tenders,Management of Financial Resources,1.75
Metal-Refining Furnace Operators and Tenders,Management of Financial Resources,0.88
Metal-Refining Furnace Operators and Tenders,Management of Material Resources,2.0
Metal-Refining Furnace Operators and Tenders,Management of Material Resources,1.75
Metal-Refining Furnace Operators and Tenders,Management of Personnel Resources,2.62
Metal-Refining Furnace Operators and Tenders,Management of Personnel Resources,2.38
"Pourers and Casters, Metal",Reading Comprehension,2.75
"Pourers and Casters, Metal",Reading Comprehension,2.5
"Pourers and Casters, Metal",Active Listening,3.0
"Pourers and Casters, Metal",Active Listening,3.0
"Pourers and Casters, Metal",Writing,2.25
"Pourers and Casters, Metal",Writing,2.0
"Pourers and Casters, Metal",Speaking,2.88
"Pourers and Casters, Metal",Speaking,2.62
"Pourers and Casters, Metal",Mathematics,1.88
"Pourers and Casters, Metal",Mathematics,1.62
"Pourers and Casters, Metal",Science,1.75
"Pourers and Casters, Metal",Science,1.12
"Pourers and Casters, Metal",Critical Thinking,3.0
"Pourers and Casters, Metal",Critical Thinking,3.0
"Pourers and Casters, Metal",Active Learning,2.25
"Pourers and Casters, Metal",Active Learning,2.12
"Pourers and Casters, Metal",Learning Strategies,2.25
"Pourers and Casters, Metal",Learning Strategies,2.12
"Pourers and Casters, Metal",Monitoring,3.0
"Pourers and Casters, Metal",Monitoring,3.0
"Pourers and Casters, Metal",Social Perceptiveness,2.75
"Pourers and Casters, Metal",Social Perceptiveness,2.12
"Pourers and Casters, Metal",Coordination,3.0
"Pourers and Casters, Metal",Coordination,2.62
"Pourers and Casters, Metal",Persuasion,2.12
"Pourers and Casters, Metal",Persuasion,2.12
"Pourers and Casters, Metal",Negotiation,2.12
"Pourers and Casters, Metal",Negotiation,2.12
"Pourers and Casters, Metal",Instructing,2.25
"Pourers and Casters, Metal",Instructing,2.12
"Pourers and Casters, Metal",Service Orientation,2.25
"Pourers and Casters, Metal",Service Orientation,2.12
"Pourers and Casters, Metal",Complex Problem Solving,2.75
"Pourers and Casters, Metal",Complex Problem Solving,2.12
"Pourers and Casters, Metal",Operations Analysis,1.75
"Pourers and Casters, Metal",Operations Analysis,1.0
"Pourers and Casters, Metal",Technology Design,1.5
"Pourers and Casters, Metal",Technology Design,0.5
"Pourers and Casters, Metal",Equipment Selection,2.25
"Pourers and Casters, Metal",Equipment Selection,2.12
"Pourers and Casters, Metal",Installation,1.12
"Pourers and Casters, Metal",Installation,0.25
"Pourers and Casters, Metal",Programming,1.25
"Pourers and Casters, Metal",Programming,0.25
"Pourers and Casters, Metal",Operations Monitoring,3.25
"Pourers and Casters, Metal",Operations Monitoring,3.12
"Pourers and Casters, Metal",Operation and Control,3.25
"Pourers and Casters, Metal",Operation and Control,3.0
"Pourers and Casters, Metal",Equipment Maintenance,3.0
"Pourers and Casters, Metal",Equipment Maintenance,2.75
"Pourers and Casters, Metal",Troubleshooting,2.62
"Pourers and Casters, Metal",Troubleshooting,2.75
"Pourers and Casters, Metal",Repairing,2.38
"Pourers and Casters, Metal",Repairing,2.25
"Pourers and Casters, Metal",Quality Control Analysis,3.0
"Pourers and Casters, Metal",Quality Control Analysis,3.0
"Pourers and Casters, Metal",Judgment and Decision Making,3.0
"Pourers and Casters, Metal",Judgment and Decision Making,3.0
"Pourers and Casters, Metal",Systems Analysis,1.75
"Pourers and Casters, Metal",Systems Analysis,1.25
"Pourers and Casters, Metal",Systems Evaluation,1.88
"Pourers and Casters, Metal",Systems Evaluation,1.5
"Pourers and Casters, Metal",Time Management,2.88
"Pourers and Casters, Metal",Time Management,2.25
"Pourers and Casters, Metal",Management of Financial Resources,1.62
"Pourers and Casters, Metal",Management of Financial Resources,0.75
"Pourers and Casters, Metal",Management of Material Resources,1.88
"Pourers and Casters, Metal",Management of Material Resources,1.0
"Pourers and Casters, Metal",Management of Personnel Resources,2.25
"Pourers and Casters, Metal",Management of Personnel Resources,1.75
"Model Makers, Metal and Plastic",Reading Comprehension,2.88
"Model Makers, Metal and Plastic",Reading Comprehension,3.0
"Model Makers, Metal and Plastic",Active Listening,3.0
"Model Makers, Metal and Plastic",Active Listening,2.88
"Model Makers, Metal and Plastic",Writing,2.75
"Model Makers, Metal and Plastic",Writing,2.62
"Model Makers, Metal and Plastic",Speaking,3.0
"Model Makers, Metal and Plastic",Speaking,2.62
"Model Makers, Metal and Plastic",Mathematics,2.62
"Model Makers, Metal and Plastic",Mathematics,2.88
"Model Makers, Metal and Plastic",Science,1.75
"Model Makers, Metal and Plastic",Science,1.25
"Model Makers, Metal and Plastic",Critical Thinking,3.12
"Model Makers, Metal and Plastic",Critical Thinking,3.0
"Model Makers, Metal and Plastic",Active Learning,2.88
"Model Makers, Metal and Plastic",Active Learning,2.88
"Model Makers, Metal and Plastic",Learning Strategies,2.38
"Model Makers, Metal and Plastic",Learning Strategies,2.0
"Model Makers, Metal and Plastic",Monitoring,3.25
"Model Makers, Metal and Plastic",Monitoring,3.0
"Model Makers, Metal and Plastic",Social Perceptiveness,2.62
"Model Makers, Metal and Plastic",Social Perceptiveness,2.62
"Model Makers, Metal and Plastic",Coordination,2.88
"Model Makers, Metal and Plastic",Coordination,2.88
"Model Makers, Metal and Plastic",Persuasion,2.0
"Model Makers, Metal and Plastic",Persuasion,1.88
"Model Makers, Metal and Plastic",Negotiation,1.88
"Model Makers, Metal and Plastic",Negotiation,1.38
"Model Makers, Metal and Plastic",Instructing,2.25
"Model Makers, Metal and Plastic",Instructing,2.12
"Model Makers, Metal and Plastic",Service Orientation,1.88
"Model Makers, Metal and Plastic",Service Orientation,1.5
"Model Makers, Metal and Plastic",Complex Problem Solving,2.88
"Model Makers, Metal and Plastic",Complex Problem Solving,2.75
"Model Makers, Metal and Plastic",Operations Analysis,2.62
"Model Makers, Metal and Plastic",Operations Analysis,2.5
"Model Makers, Metal and Plastic",Technology Design,2.12
"Model Makers, Metal and Plastic",Technology Design,1.88
"Model Makers, Metal and Plastic",Equipment Selection,2.88
"Model Makers, Metal and Plastic",Equipment Selection,3.0
"Model Makers, Metal and Plastic",Installation,1.38
"Model Makers, Metal and Plastic",Installation,0.38
"Model Makers, Metal and Plastic",Programming,1.75
"Model Makers, Metal and Plastic",Programming,0.88
"Model Makers, Metal and Plastic",Operations Monitoring,3.38
"Model Makers, Metal and Plastic",Operations Monitoring,3.12
"Model Makers, Metal and Plastic",Operation and Control,3.62
"Model Makers, Metal and Plastic",Operation and Control,3.25
"Model Makers, Metal and Plastic",Equipment Maintenance,2.62
"Model Makers, Metal and Plastic",Equipment Maintenance,2.62
"Model Makers, Metal and Plastic",Troubleshooting,3.12
"Model Makers, Metal and Plastic",Troubleshooting,3.12
"Model Makers, Metal and Plastic",Repairing,2.75
"Model Makers, Metal and Plastic",Repairing,2.62
"Model Makers, Metal and Plastic",Quality Control Analysis,3.25
"Model Makers, Metal and Plastic",Quality Control Analysis,3.12
"Model Makers, Metal and Plastic",Judgment and Decision Making,3.0
"Model Makers, Metal and Plastic",Judgment and Decision Making,2.88
"Model Makers, Metal and Plastic",Systems Analysis,2.0
"Model Makers, Metal and Plastic",Systems Analysis,1.12
"Model Makers, Metal and Plastic",Systems Evaluation,2.0
"Model Makers, Metal and Plastic",Systems Evaluation,1.88
"Model Makers, Metal and Plastic",Time Management,3.0
"Model Makers, Metal and Plastic",Time Management,3.0
"Model Makers, Metal and Plastic",Management of Financial Resources,1.62
"Model Makers, Metal and Plastic",Management of Financial Resources,0.88
"Model Makers, Metal and Plastic",Management of Material Resources,1.88
"Model Makers, Metal and Plastic",Management of Material Resources,1.38
"Model Makers, Metal and Plastic",Management of Personnel Resources,2.12
"Model Makers, Metal and Plastic",Management of Personnel Resources,1.75
"Patternmakers, Metal and Plastic",Reading Comprehension,3.0
"Patternmakers, Metal and Plastic",Reading Comprehension,3.0
"Patternmakers, Metal and Plastic",Active Listening,3.0
"Patternmakers, Metal and Plastic",Active Listening,2.88
"Patternmakers, Metal and Plastic",Writing,2.25
"Patternmakers, Metal and Plastic",Writing,2.12
"Patternmakers, Metal and Plastic",Speaking,3.0
"Patternmakers, Metal and Plastic",Speaking,2.88
"Patternmakers, Metal and Plastic",Mathematics,2.38
"Patternmakers, Metal and Plastic",Mathematics,2.38
"Patternmakers, Metal and Plastic",Science,1.5
"Patternmakers, Metal and Plastic",Science,0.5
"Patternmakers, Metal and Plastic",Critical Thinking,3.0
"Patternmakers, Metal and Plastic",Critical Thinking,3.0
"Patternmakers, Metal and Plastic",Active Learning,2.62
"Patternmakers, Metal and Plastic",Active Learning,2.25
"Patternmakers, Metal and Plastic",Learning Strategies,2.12
"Patternmakers, Metal and Plastic",Learning Strategies,2.0
"Patternmakers, Metal and Plastic",Monitoring,3.0
"Patternmakers, Metal and Plastic",Monitoring,3.12
"Patternmakers, Metal and Plastic",Social Perceptiveness,2.62
"Patternmakers, Metal and Plastic",Social Perceptiveness,2.5
"Patternmakers, Metal and Plastic",Coordination,2.62
"Patternmakers, Metal and Plastic",Coordination,2.62
"Patternmakers, Metal and Plastic",Persuasion,2.0
"Patternmakers, Metal and Plastic",Persuasion,1.75
"Patternmakers, Metal and Plastic",Negotiation,2.0
"Patternmakers, Metal and Plastic",Negotiation,1.75
"Patternmakers, Metal and Plastic",Instructing,2.38
"Patternmakers, Metal and Plastic",Instructing,2.25
"Patternmakers, Metal and Plastic",Service Orientation,2.0
"Patternmakers, Metal and Plastic",Service Orientation,1.75
"Patternmakers, Metal and Plastic",Complex Problem Solving,3.0
"Patternmakers, Metal and Plastic",Complex Problem Solving,2.75
"Patternmakers, Metal and Plastic",Operations Analysis,2.38
"Patternmakers, Metal and Plastic",Operations Analysis,2.38
"Patternmakers, Metal and Plastic",Technology Design,2.0
"Patternmakers, Metal and Plastic",Technology Design,1.75
"Patternmakers, Metal and Plastic",Equipment Selection,2.38
"Patternmakers, Metal and Plastic",Equipment Selection,1.88
"Patternmakers, Metal and Plastic",Installation,1.38
"Patternmakers, Metal and Plastic",Installation,0.5
"Patternmakers, Metal and Plastic",Programming,2.12
"Patternmakers, Metal and Plastic",Programming,1.25
"Patternmakers, Metal and Plastic",Operations Monitoring,3.38
"Patternmakers, Metal and Plastic",Operations Monitoring,3.12
"Patternmakers, Metal and Plastic",Operation and Control,3.12
"Patternmakers, Metal and Plastic",Operation and Control,3.0
"Patternmakers, Metal and Plastic",Equipment Maintenance,2.38
"Patternmakers, Metal and Plastic",Equipment Maintenance,2.12
"Patternmakers, Metal and Plastic",Troubleshooting,2.25
"Patternmakers, Metal and Plastic",Troubleshooting,2.0
"Patternmakers, Metal and Plastic",Repairing,2.12
"Patternmakers, Metal and Plastic",Repairing,1.88
"Patternmakers, Metal and Plastic",Quality Control Analysis,3.12
"Patternmakers, Metal and Plastic",Quality Control Analysis,3.25
"Patternmakers, Metal and Plastic",Judgment and Decision Making,2.88
"Patternmakers, Metal and Plastic",Judgment and Decision Making,2.5
"Patternmakers, Metal and Plastic",Systems Analysis,2.12
"Patternmakers, Metal and Plastic",Systems Analysis,2.0
"Patternmakers, Metal and Plastic",Systems Evaluation,2.12
"Patternmakers, Metal and Plastic",Systems Evaluation,2.12
